58976 0611.121315
519016 0611.121215
77344 0607 235115
142720 0607 235015
122600 0607 234915
130048 0607 234815
98400 0607 234715
62608 0607 234615
124144 0607 234515
83984 0607 234415
68528 0607 234315
38584 0607 234215
52152 0607 234115
69136 0607 234015
71696 0607 233915
24520 0607 233815
24856 0607 233715
43608 0607 233615
66952 0607 233515
77904 0607 233415
62400 0607 233315
77800 0607 233215
90496 0607 233115
59536 0607 233015
47416 0607 232915
48264 0607 232815
76016 0607 232715
52792 0607 232615
72128 0607 232515
83312 0607 232415
52280 0607 232315
70160 0607 232215
73024 0607 232115
96568 0607 232015
124672 0607 231915
190272 0607 231815
37704 0607 231715
61880 0607 231615
45984 0607 231515
51392 0607 231415
71104 0607 231315
66144 0607 231215
139728 0607 231115
122632 0607 231015
106184 0607 230915
155104 0607 230815
89768 0607 230715
192392 0607 230615
112112 0607 230515
201200 0607 230415
177688 0607 230315
66952 0607 230215
86064 0607 230115
97384 0607 230015
84048 0607 225915
65088 0607 225815
112080 0607 225715
55872 0607 225615
106704 0607 225515
82712 0607 225415
174568 0607 225315
83904 0607 225215
174424 0607 225115
94968 0607 225015
145920 0607 224915
99816 0607 224815
62432 0607 224715
107176 0607 224615
62080 0607 224515
118360 0607 224415
102112 0607 224315
72104 0607 224215
87176 0607 224115
41776 0607 224015
47256 0607 223915
129096 0607 223815
118784 0607 223715
58424 0607 223615
81968 0607 223515
115000 0607 223415
206976 0607 223315
142200 0607 223215
186528 0607 223115
270024 0607 223015
210672 0607 222915
223104 0607 222815
302512 0607 222715
349976 0607 222615
266200 0607 222515
307184 0607 222415
299744 0607 222315
196088 0607 222215
86440 0607 222115
73616 0607 222015
104720 0607 221915
96808 0607 221815
79312 0607 221715
81592 0607 221615
144344 0607 221515
156280 0607 221415
195464 0607 221315
258144 0607 221215
237320 0607 221115
142952 0607 221015
381336 0607 220915
231192 0607 220815
121600 0607 220715
93968 0607 220615
110440 0607 220515
91640 0607 220415
127440 0607 220315
135504 0607 220215
158088 0607 220115
114400 0607 220015
91896 0607 215915
154664 0607 215815
114512 0607 215715
100248 0607 215615
110168 0607 215515
125632 0607 215415
126616 0607 215315
125072 0607 215215
162192 0607 215115
72752 0607 215015
127648 0607 214915
943112 0607 214815
508472 0607 214715
57432 0607 214615
110984 0607 214515
88816 0607 214415
62200 0607 214315
74736 0607 214215
49080 0607 214115
137992 0607 214015
87720 0607 213915
114888 0607 213815
125360 0607 213715
114008 0607 213615
145688 0607 213515
93288 0607 213415
98816 0607 213315
110160 0607 213215
98864 0607 213115
123792 0607 213015
69072 0607 212915
132768 0607 212815
121888 0607 212715
71608 0607 212615
81544 0607 212515
137592 0607 212415
77728 0607 212315
62608 0607 212215
127512 0607 212115
82632 0607 212015
60256 0607 211915
101904 0607 211815
151080 0607 211715
125384 0607 211615
178472 0607 211515
102432 0607 211415
71808 0607 211315
166696 0607 211215
140480 0607 211115
99160 0607 211015
183248 0607 210915
31112 0607 210815
105296 0607 210715
157336 0607 210615
94272 0607 210515
124472 0607 210415
139616 0607 210315
98256 0607 210215
166032 0607 210115
75288 0607 210015
126240 0607 205915
144216 0607 205815
177304 0607 205715
139488 0607 205615
78152 0607 205515
84456 0607 205415
73536 0607 205315
136104 0607 205215
117800 0607 205115
134064 0607 205015
73696 0607 204915
74800 0607 204815
181600 0607 204715
31216 0607 204615
64688 0607 204515
60432 0607 204415
110536 0607 204315
112336 0607 204215
67872 0607 204115
162344 0607 204015
54688 0607 203915
94616 0607 203815
87088 0607 203715
54088 0607 203615
102920 0607 203515
61152 0607 203415
104560 0607 203315
79432 0607 203215
77888 0607 203115
51880 0607 203015
42784 0607 202915
54888 0607 202815
82704 0607 202715
72312 0607 202615
60128 0607 202515
113736 0607 202415
131392 0607 202315
183600 0607 202215
65152 0607 202115
127640 0607 202015
91408 0607 201915
71304 0607 201815
106712 0607
 201715
142792 0607 201615
89528 0607 201515
68928 0607 201415
51840 0607 201315
66544 0607 201215
100616 0607 201115
58384 0607 201015
86464 0607 200915
92616 0607 200815
91248 0607 200715
76240 0607 200615
129352 0607 200515
156344 0607 200415
81720 0607 200315
136744 0607 200215
104552 0607 200115
87384 0607 200015
59080 0607 195915
93928 0607 195815
109360 0607 195715
150744 0607 195615
165952 0607 195515
133664 0607 195416
124112 0607 195315
144584 0607 195215
145616 0607 195115
84128 0607 195015
106928 0607 194915
83000 0607 194815
112568 0607 194715
73944 0607 194615
66616 0607 194515
28640 0607 194415
142816 0607 194315
74576 0607 194215
99264 0607 194115
130256 0607 194015
149088 0607 193915
78152 0607 193815
138352 0607 193715
132984 0607 193615
76960 0607 193515
86256 0607 193415
123552 0607 193315
94048 0607 193215
129528 0607 193115
87952 0607 193015
115832 0607 192915
104784 0607 192815
109352 0607 192715
97392 0607 192615
127048 0607 192515
115776 0607 192415
132840 0607 192315
139312 0607 192215
97184 0607 192115
171568 0607 192015
126656 0607 191915
130168 0607 191815
98944 0607 191715
97664 0607 191615
45712 0607 191515
58552 0607 191415
94552 0607 191315
91000 0607 191215
155392 0607 191115
122864 0607 191015
82632 0607 190915
80376 0607 190815
64128 0607 190715
122832 0607 190615
90864 0607 190515
113912 0607 190415
84656 0607 190315
60208 0607 190215
59016 0607 190115
112864 0607 190015
60288 0607 185915
97840 0607 185815
95280 0607 185715
94096 0607 185615
92880 0607 185515
131352 0607 185415
81376 0607 185315
148432 0607 185215
147376 0607 185115
164976 0607 185015
112240 0607 184915
146800 0607 184815
90888 0607 184715
148608 0607 184615
106520 0607 184515
63752 0607 184415
115096 0607 184315
130136 0607 184215
170216 0607 184115
62392 0607 184015
91672 0607 183915
51248 0607 183815
79896 0607 183715
98848 0607 183615
125688 0607 183515
138608 0607 183415
123992 0607 183315
138288 0607 183215
124432 0607 183115
109376 0607 183015
122960 0607 182916
117368 0607 182815
124224 0607 182715
79368 0607 182615
168904 0607 182515
81512 0607 182415
108728 0607 182315
99464 0607 182215
141384 0607 182115
100504 0607 182015
69792 0607 181915
102000 0607 181815
84904 0607 181715
80632 0607 181615
123240 0607 181515
63784 0607 181415
57272 0607 181315
111992 0607 181215
143152 0607 181115
165816 0607 181015
52096 0607 180915
58384 0607 180815
75584 0607 180715
140312 0607 180615
127064 0607 180515
62592 0607 180415
98648 0607 180315
91104 0607 180215
122768 0607 180115
114584 0607 180015
132864 0607 175915
60424 0607 175815
131384 0607 175715
264960 0607 175615
140336 0607 175515
177512 0607 175415
201880 0607 175315
206608 0607 175215
207128 0607 175115
109496 0607 175015
238672 0607 174915
136464 0607 174815
147280 0607 174715
237672 0607 174615
95272 0607 174515
113512 0607 174415
191904 0607 174315
219288 0607 174215
122680 0607 174115
163600 0607 174015
152216 0607 173915
139472 0607 173815
124408 0607 173715
128712 0607 173615
128768 0607 173515
196640 0607 173415
148152 0607 173315
68096 0607 173215
98080 0607 173115
252648 0607 173015
110416 0607 172915
106392 0607 172815
170896 0607 172715
136784 0607 172615
85776 0607 172515
106952 0607 172415
132880 0607 172315
278000 0607 172215
98456 0607 172115
132112 0607 172015
103792 0607 171915
80304 0607 171815
199296 0607 171715
176096 0607 171615
177600 0607 171515
92040 0607 171415
145888 0607 171315
116712 0607 171215
125240 0607 171115
104864 0607 171015
116848 0607 170915
332592 0607 170815
294720 0607 170715
171928 0607 170615
258704 0607 170515
117888 0607 170415
145528 0607 170315
168368 0607 170215
141144 0607 170115
118600 0607 170015
95856 0607 165915
133736 0607 165815
201352 0607 165715
110008 0607 165615
160760 0607 165515
242984 0607 165415
249440 0607 165315
102872 0607 165215
153392 0607 165115
156312 0607 165015
87776 0607 164915
264712 0607 164815
80992 0607 164715
172984 0607 164615
156544 0607 164515
131584 0607 164415
230408 0607 164315
87520 0607 164215
154472 0607 164115
263832 0607 164015
117864 0607 163915
179168 0607 163815
342016 0607 163715
88776 0607 163615
88120 0607 163515
207416 0607 163415
212856 0607 163315
153040 0607 163215
147408 0607 163115
99336 0607 163015
148328 0607 162915
139032 0607 162816
152904 0607 162715
123880 0607 162615
90984 0607 162515
173144 0607 162415
144584 0607 162315
130552 0607 162215
148248 0607 162115
144488 0607 162015
199000 0607 161915
107192 0607 161815
93080 0607 161715
149504 0607 161615
173728 0607 161515
185416 0607 161415
155600 0607 161315
142320 0607 161215
289888 0607 161115
218176 0607 161015
254008 0607 160915
179184 0607 160815
205360 0607 160715
160104 0607 160615
111992 0607 160515
139016 0607 160415
120640 0607 160315
138944 0607 160215
159760 0607 160115
166128 0607 160015
153584 0607 155915
239488 0607 155815
627464 0607 155715
628632 0607 155615
563960 0607 155515
278520 0607 155415
158200 0607 155315
298632 0607 155215
123152 0607 155115
308040 0607 155015
267240 0607 154915
223752 0607 154815
191312 0607 154715
119280 0607 154615
123112 0607 154515
197312 0607 154415
121704 0607 154315
208520 0607 154215
188200 0607 154115
298144 0607 154015
129816 0607 153915
168040 0607 153815
155864 0607 153715
227920 0607 153615
213688 0607 153515
168360 0607 153415
140928 0607 153315
118304 0607 153215
179688 0607 153115
176336 0607 153015
367248 0607 152915
174344 0607 152815
212640 0607 152715
208528 0607 152615
414456 0607 152515
170992 0607 152415
324152 0607 152315
164640 0607 152215
253984 0607 152115
299856 0607 152015
227712 0607 151915
318832 0607 151815
232496 0607 151715
154984 0607 151615
203824 0607 151515
208880 0607 151415
189016 0607 151315
187008 0607 151215
167784 0607 151116
150544 0607 151015
176096 0607 150915
259584 0607 150815
298968 0607 150715
229000 0607 150615
157904 0607 150515
289288 0607 150415
217480 0607 150315
249240 0607 150215
216584 0607 150115
181976 0607 150015
232504 0607 145915
219912 0607 145815
247488 0607 145715
175200 0607 145615
182192 0607 145515
215824 0607 145415
163904 0607 145315
147016 0607 145215
250504 0607 145115
173240 0607 145015
193688 0607 144915
220392 0607 144815
171912 0607 144715
234096 0607 144615
178664 0607 144515
129848 0607 144415
218744 0607 144315
219576 0607 144215
235656 0607 144115
150000 0607 144015
209104 0607 143915
123536 0607 143815
277376 0607 143715
170648 0607 143615
193136 0607 143515
243600 0607 143415
239664 0607 143315
151544 0607 143215
143080 0607 143115
162544 0607 143015
171864 0607 142915
172208 0607 142815
186784 0607 142715
205448 0607 142615
196480 0607 142515
231776 0607 142415
185168 0607 142315
154160 0607 142215
241560 0607 142115
170688 0607 142015
120128 0607 141915
178400 0607 141815
230960 0607 141715
210008 0607 141615
111488 0607 141515
147360 0607 141415
251976 0607 141315
185208 0607 141215
229008 0607 141115
289304 0607 141015
163008 0607 140915
360048 0607 140815
218576 0607
 140715
165272 0607 140615
231032 0607 140515
307840 0607 140415
124448 0607 140316
246304 0607 140215
271256 0607 140115
321712 0607 140015
253200 0607 135915
300904 0607 135815
179464 0607 135715
237608 0607 135615
201144 0607 135515
204528 0607 135415
249008 0607 135315
202416 0607 135215
287952 0607 135115
295448 0607 135015
278560 0607 134915
425376 0607 134815
228936 0607 134715
273880 0607 134615
219672 0607 134515
315064 0607 134415
188312 0607 134315
395488 0607 134215
355096 0607 134115
486456 0607 134015
270008 0607 133915
355168 0607 133815
324736 0607 133715
325840 0607 133615
157056 0607 133515
104296 0607 133415
142440 0607 133315
191272 0607 133215
219560 0607 133115
196608 0607 133015
150096 0607 132915
97944 0607 132815
96016 0607 132715
134296 0607 132615
78928 0607 132515
62264 0607 132415
98376 0607 132315
217736 0607 132215
179600 0607 132115
128128 0607 132015
133336 0607 131915
147808 0607 131815
99256 0607 131715
76432 0607 131615
127456 0607 131515
201944 0607 131415
78928 0607 131315
85608 0607 131215
183952 0607 131115
174136 0607 131015
119968 0607 130915
142536 0607 130815
145224 0607 130715
289704 0607 130615
109256 0607 130515
128264 0607 130415
242352 0607 130315
130224 0607 130215
245616 0607 130115
139720 0607 130015
171672 0607 125915
566896 0607 125815
96080 0607 125715
138352 0607 125615
175776 0607 125515
211208 0607 125415
148736 0607 125315
85848 0607 125215
194376 0607 125115
217176 0607 125015
158464 0607 124915
119456 0607 124815
123496 0607 124715
156320 0607 124615
134288 0607 124515
128776 0607 124415
167648 0607 124315
128696 0607 124215
120184 0607 124115
158352 0607 124015
89480 0607 123915
134704 0607 123815
189232 0607 123715
127928 0607 123615
119800 0607 123515
181888 0607 123415
164368 0607 123315
95216 0607 123215
188928 0607 123115
221472 0607 123015
299584 0607 122915
175840 0607 122815
128272 0607 122715
111280 0607 122615
149992 0607 122515
139248 0607 122415
96680 0607 122315
85704 0607 122215
140168 0607 122115
254416 0607 122015
221936 0607 121915
140088 0607 121815
93016 0607 121715
163648 0607 121615
180008 0607 121515
128592 0607 121415
135160 0607 121315
258440 0607 121215
130184 0607 121115
236544 0607 121015
471640 0607 120915
445336 0607 120815
112504 0607 120715
111464 0607 120615
160072 0607 120515
289440 0607 120415
195296 0607 120315
211424 0607 120215
169640 0607 120115
187480 0607 120015
436960 0607 115915
549336 0607 115815
251232 0607 115715
386816 0607 115615
384504 0607 115515
255664 0607 115415
160464 0607 115315
183216 0607 115215
231104 0607 115115
132600 0607 115015
118896 0607 114915
165072 0607 114815
126328 0607 114715
145488 0607 114615
118512 0607 114515
122752 0607 114415
112336 0607 114315
105688 0607 114215
148352 0607 114115
226104 0607 114015
201408 0607 113915
173760 0607 113815
151272 0607 113715
144536 0607 113615
58080 0607 113515
136552 0607 113415
165992 0607 113315
136088 0607 113215
217160 0607 113115
150344 0607 113015
140712 0607 112915
100160 0607 112815
118120 0607 112715
203960 0607 112615
172728 0607 112515
197544 0607 112415
343528 0607 112315
441472 0607 112215
411168 0607 112115
525184 0607 112015
592984 0607 111915
257768 0607 111815
443720 0607 111715
175536 0607 111615
122880 0607 111515
195672 0607 111415
156792 0607 111315
130728 0607 111215
146568 0607 111115
223448 0607 111015
128160 0607 110915
145440 0607 110815
220416 0607 110715
127528 0607 110615
148592 0607 110515
120040 0607 110415
146648 0607 110315
143136 0607 110215
133112 0607 110115
137944 0607 110015
170872 0607 105915
216584 0607 105815
105136 0607 105715
163968 0607 105615
158056 0607 105515
119312 0607 105415
69064 0607 105315
128192 0607 105215
126328 0607 105115
126376 0607 105015
178464 0607 104915
224112 0607 104815
146832 0607 104715
120664 0607 104615
114840 0607 104515
124736 0607 104415
152824 0607 104315
102296 0607 104215
127448 0607 104115
124024 0607 104015
148576 0607 103915
155280 0607 103815
113688 0607 103715
195648 0607 103615
134592 0607 103515
154608 0607 103415
97952 0607 103315
141432 0607 103215
142040 0607 103115
122432 0607 103015
106944 0607 102915
149488 0607 102815
192896 0607 102715
143344 0607 102615
95400 0607 102515
271472 0607 102415
137928 0607 102315
115360 0607 102215
153752 0607 102115
284040 0607 102015
207736 0607 101915
102120 0607 101815
122784 0607 101715
106352 0607 101615
131264 0607 101515
114096 0607 101415
149400 0607 101315
108032 0607 101215
145504 0607 101115
137592 0607 101015
109800 0607 100915
276384 0607 100815
359464 0607 100715
377728 0607 100615
339520 0607 100515
219248 0607 100415
379368 0607 100315
165736 0607 100215
147696 0607 100115
162056 0607 100015
199400 0607 095916
86456 0607 095815
129648 0607 095715
144368 0607 095615
176824 0607 095515
163960 0607 095415
136040 0607 095315
156504 0607 095215
174520 0607 095115
149920 0607 095015
319432 0607 094915
103552 0607 094815
129296 0607 094715
180320 0607 094615
180184 0607 094515
145752 0607 094415
79640 0607 094315
125848 0607 094215
156600 0607 094115
108768 0607 094015
154960 0607 093915
78032 0607 093815
84504 0607 093715
259952 0607 093615
122520 0607 093515
116472 0607 093415
78464 0607 093315
107728 0607 093215
208208 0607 093115
115024 0607 093015
120160 0607 092915
144640 0607 092815
596464 0607 092715
336544 0607 092615
155744 0607 092515
164960 0607 092415
131592 0607 092315
93392 0607 092216
182416 0607 092115
235736 0607 092015
270368 0607 091915
161112 0607 091815
86160 0607 091715
120032 0607 091615
85128 0607 091515
127288 0607 091415
105512 0607 091315
114656 0607 091215
144272 0607 091115
240752 0607 091015
313560 0607 090915
94160 0607 090815
73848 0607 090715
184912 0607 090615
102296 0607 090515
83952 0607 090415
159256 0607 090315
115720 0607 090215
116040 0607 090115
85328 0607 090015
86976 0607 085915
148464 0607 085815
97560 0607 085715
83392 0607 085615
79368 0607 085515
105176 0607 085415
75296 0607 085315
97784 0607 085215
105392 0607 085115
106704 0607 085015
75904 0607 084915
50416 0607 084815
130856 0607 084715
112432 0607 084615
81088 0607 084515
46104 0607 084415
72720 0607 084315
53504 0607 084215
86808 0607 084115
77872 0607 084015
97120 0607 083915
61040 0607 083815
134432 0607 083715
80424 0607 083615
72248 0607 083515
92000 0607 083415
106288 0607 083315
77400 0607 083215
81640 0607 083115
78576 0607 083015
92376 0607 082915
71736 0607 082815
94216 0607 082715
96448 0607 082615
81592 0607 082515
55160 0607 082415
76680 0607 082315
124056 0607 082215
73088 0607 082115
120648 0607 082015
58904 0607 081915
37616 0607 081815
114584 0607 081715
66096 0607 081615
51176 0607 081515
34184 0607 081415
72632 0607 081315
41992 0607 081215
85696 0607 081115
112656 0607 081015
60824 0607 080915
69648 0607 080815
60712 0607 080715
40440 0607 080615
141632 0607 080515
25480 0607 080415
43080 0607 080315
95752 0607 080215
75920 0607 080115
82200 0607 080015
53304 0607 075915
52920 0607 075815
92440 0607
 075715
78664 0607 075615
135496 0607 075515
77512 0607 075415
30664 0607 075315
58384 0607 075215
48312 0607 075115
90488 0607 075015
62248 0607 074915
36496 0607 074815
62016 0607 074715
55264 0607 074615
63536 0607 074515
70360 0607 074415
69976 0607 074315
69304 0607 074215
28840 0607 074115
50800 0607 074015
31240 0607 073915
45760 0607 073815
47624 0607 073715
34016 0607 073615
63088 0607 073515
74160 0607 073415
28736 0607 073315
70024 0607 073215
50160 0607 073115
37488 0607 073015
64232 0607 072915
23208 0607 072815
23760 0607 072715
93136 0607 072615
89632 0607 072515
60080 0607 072415
26888 0607 072315
50544 0607 072215
71088 0607 072115
37016 0607 072015
52840 0607 071915
40792 0607 071815
44312 0607 071715
34512 0607 071615
24344 0607 071515
55072 0607 071415
56840 0607 071315
45600 0607 071215
54080 0607 071115
103416 0607 071015
127696 0607 070915
39232 0607 070815
31448 0607 070715
49672 0607 070615
39720 0607 070515
37560 0607 070415
95272 0607 070315
76792 0607 070215
49984 0607 070115
68968 0607 070015
30184 0607 065915
59808 0607 065815
46680 0607 065715
31744 0607 065615
33408 0607 065515
38664 0607 065415
16704 0607 065315
20992 0607 065215
40464 0607 065115
26448 0607 065015
27032 0607 064915
37296 0607 064815
47560 0607 064715
38384 0607 064615
35344 0607 064515
59960 0607 064415
36016 0607 064315
41808 0607 064215
39432 0607 064115
57304 0607 064015
60120 0607 063915
65744 0607 063815
53008 0607 063715
40504 0607 063615
46432 0607 063515
21176 0607 063415
29688 0607 063315
40352 0607 063215
23840 0607 063115
68752 0607 063015
71648 0607 062915
46496 0607 062815
29608 0607 062715
21192 0607 062615
50552 0607 062515
50080 0607 062415
65760 0607 062315
50216 0607 062215
59272 0607 062115
56176 0607 062015
34632 0607 061915
12760 0607 061815
18608 0607 061715
18280 0607 061615
27640 0607 061515
33000 0607 061415
19376 0607 061315
19512 0607 061215
46536 0607 061115
25368 0607 061015
60240 0607 060915
22480 0607 060815
34104 0607 060715
8200 0607 060615
17856 0607 060515
8816 0607 060415
11824 0607 060315
8824 0607 060215
14168 0607 060115
18656 0607 060015
42904 0607 055915
30176 0607 055815
11144 0607 055715
11808 0607 055615
16368 0607 055515
17400 0607 055415
26680 0607 055315
40104 0607 055215
35600 0607 055115
21040 0607 055015
30768 0607 054915
17560 0607 054815
24728 0607 054715
19800 0607 054615
12016 0607 054515
16736 0607 054415
14504 0607 054315
28048 0607 054215
18768 0607 054115
19456 0607 054015
11240 0607 053915
12192 0607 053815
29304 0607 053715
14344 0607 053615
43880 0607 053515
17584 0607 053415
15400 0607 053315
62896 0607 053215
12664 0607 053115
30640 0607 053015
21144 0607 052915
22184 0607 052815
21504 0607 052715
30544 0607 052615
20184 0607 052515
8304 0607 052415
13352 0607 052315
29432 0607 052215
14872 0607 052115
17408 0607 052015
12760 0607 051915
23984 0607 051815
21160 0607 051715
21104 0607 051615
9664 0607 051515
19768 0607 051415
18720 0607 051316
12216 0607 051215
18400 0607 051115
35736 0607 051015
17080 0607 050915
24056 0607 050815
11216 0607 050715
16608 0607 050615
15488 0607 050515
28336 0607 050415
18096 0607 050315
12024 0607 050215
26008 0607 050115
25392 0607 050015
11456 0607 045915
16208 0607 045815
28152 0607 045715
67680 0607 045615
31336 0607 045515
14680 0607 045415
12504 0607 045315
21024 0607 045215
19248 0607 045115
41896 0607 045015
18360 0607 044915
15184 0607 044815
30800 0607 044715
14680 0607 044615
9384 0607 044515
11112 0607 044415
14544 0607 044315
51704 0607 044215
18512 0607 044115
22752 0607 044015
18016 0607 043915
62864 0607 043815
66480 0607 043715
19600 0607 043615
13632 0607 043515
51344 0607 043415
28640 0607 043315
11448 0607 043215
19552 0607 043115
26952 0607 043015
16432 0607 042915
12816 0607 042815
10080 0607 042715
12496 0607 042615
11088 0607 042515
17856 0607 042415
65816 0607 042315
16776 0607 042215
43688 0607 042115
41544 0607 042015
26840 0607 041915
11496 0607 041815
9440 0607 041715
13944 0607 041615
13848 0607 041515
16416 0607 041415
17216 0607 041315
30488 0607 041215
10408 0607 041115
88264 0607 041015
35736 0607 040915
11640 0607 040815
18888 0607 040715
15584 0607 040615
18128 0607 040515
10456 0607 040415
11936 0607 040315
34976 0607 040215
27760 0607 040115
22208 0607 040015
11192 0607 035915
12504 0607 035815
14200 0607 035715
11000 0607 035615
9240 0607 035515
20128 0607 035415
10264 0607 035315
12968 0607 035215
12240 0607 035115
19328 0607 035015
16768 0607 034915
10944 0607 034815
18112 0607 034715
14648 0607 034615
14880 0607 034515
11264 0607 034415
10464 0607 034315
10464 0607 034215
8432 0607 034115
28552 0607 034015
11504 0607 033915
17016 0607 033815
19288 0607 033715
19136 0607 033615
17616 0607 033515
13304 0607 033415
17304 0607 033315
18048 0607 033215
10632 0607 033115
14072 0607 033015
45200 0607 032915
36544 0607 032815
18968 0607 032715
24472 0607 032615
11384 0607 032515
24360 0607 032415
25192 0607 032315
13648 0607 032215
27560 0607 032115
36480 0607 032015
10784 0607 031915
19192 0607 031815
28784 0607 031715
18232 0607 031615
18192 0607 031515
60448 0607 031415
21520 0607 031315
11896 0607 031215
22608 0607 031115
40064 0607 031015
30200 0607 030915
13200 0607 030815
16248 0607 030715
11920 0607 030615
18688 0607 030515
18472 0607 030415
21360 0607 030315
18488 0607 030215
21328 0607 030115
18168 0607 030015
575832 0607 025915
1550376 0607 025816
20344 0607 025715
19088 0607 025615
11680 0607 025515
28464 0607 025415
16168 0607 025315
13112 0607 025215
27360 0607 025115
38984 0607 025015
17104 0607 024915
19808 0607 024815
48456 0607 024715
13456 0607 024615
20504 0607 024515
15440 0607 024415
23096 0607 024315
43080 0607 024215
28600 0607 024115
22408 0607 024015
11416 0607 023915
23360 0607 023815
13560 0607 023715
28448 0607 023615
14648 0607 023515
10400 0607 023415
22520 0607 023315
48712 0607 023215
18136 0607 023115
16728 0607 023015
11640 0607 022915
22512 0607 022815
16064 0607 022715
17608 0607 022615
30888 0607 022515
11272 0607 022415
13360 0607 022315
11520 0607 022215
17128 0607 022115
22272 0607 022015
13712 0607 021915
9808 0607 021815
21120 0607 021715
10072 0607 021615
9664 0607 021515
7392 0607 021415
14088 0607 021315
10032 0607 021215
15824 0607 021115
14344 0607 021015
27536 0607 020915
22672 0607 020815
20296 0607 020715
26472 0607 020615
31704 0607 020515
24904 0607 020415
71184 0607 020315
26608 0607 020215
109232 0607 020115
31160 0607 020015
8656 0607 015915
22408 0607 015815
9136 0607 015715
14296 0607 015615
11904 0607 015515
22424 0607 015415
18264 0607 015315
11824 0607 015215
29608 0607 015115
19096 0607 015015
17400 0607 014915
6504 0607 014815
8408 0607 014715
15056 0607 014615
38624 0607 014515
14392 0607 014415
8264 0607 014315
23544 0607 014215
34552 0607 014115
23928 0607 014015
36432 0607 013915
14624 0607 013815
14304 0607 013715
37416 0607 013615
7816
 0607 013515
16344 0607 013415
35784 0607 013315
23432 0607 013215
35824 0607 013115
11624 0607 013015
11096 0607 012915
19912 0607 012815
40712 0607 012715
15896 0607 012615
21808 0607 012515
30504 0607 012415
74696 0607 012315
29784 0607 012215
31552 0607 012115
36344 0607 012015
22904 0607 011915
62144 0607 011815
23512 0607 011715
63456 0607 011615
18720 0607 011515
27304 0607 011415
24880 0607 011315
19432 0607 011215
27880 0607 011115
43696 0607 011015
30808 0607 010915
45152 0607 010815
27736 0607 010715
34144 0607 010615
50040 0607 010515
12296 0607 010415
18168 0607 010315
38760 0607 010215
12888 0607 010115
29664 0607 010015
26968 0607 005915
30848 0607 005815
21272 0607 005715
26328 0607 005615
62872 0607 005515
19600 0607 005415
19672 0607 005315
41952 0607 005215
23096 0607 005115
35048 0607 005015
22976 0607 004915
23680 0607 004815
16496 0607 004715
45792 0607 004615
47208 0607 004515
84776 0607 004415
18360 0607 004315
15992 0607 004215
23528 0607 004115
735584 0607 004015
296808 0607 003915
10720 0607 003815
17968 0607 003715
237944 0607 003615
75968 0607 003515
33192 0607 003415
23016 0607 003315
23560 0607 003215
36080 0607 003115
33024 0607 003015
57672 0607 002915
23664 0607 002815
61320 0607 002715
30168 0607 002615
37936 0607 002516
38048 0607 002415
30736 0607 002315
19528 0607 002215
16448 0607 002115
24248 0607 002015
19720 0607 001915
17640 0607 001815
31664 0607 001715
17840 0607 001615
39720 0607 001515
38080 0607 001415
104728 0607 001315
79256 0607 001215
48224 0607 001115
139600 0607 001015
29792 0607 000915
124048 0607 000815
32528 0607 000715
38840 0607 000615
34160 0607 000515
102216 0607 000415
94656 0607 000315
29168 0607 000215
119992 0607 000115
47112 0607 000015
29512 0606 235915
67744 0606 235815
96488 0606 235715
32200 0606 235615
52360 0606 235515
70872 0606 235415
38144 0606 235315
87728 0606 235215
76888 0606 235115
116648 0606 235015
29800 0606 234915
28448 0606 234815
41880 0606 234715
45256 0606 234615
53776 0606 234515
44760 0606 234415
60512 0606 234315
67104 0606 234215
111152 0606 234115
63848 0606 234015
50600 0606 233915
74136 0606 233815
160424 0606 233715
102944 0606 233615
109192 0606 233515
45376 0606 233415
53768 0606 233315
56328 0606 233215
78384 0606 233115
46464 0606 233015
82296 0606 232915
48856 0606 232815
115472 0606 232715
91744 0606 232615
71304 0606 232515
26920 0606 232415
52008 0606 232315
103888 0606 232215
81240 0606 232115
279608 0606 232015
447024 0606 231915
87336 0606 231815
57664 0606 231715
132824 0606 231615
34232 0606 231515
90760 0606 231415
80128 0606 231315
131552 0606 231215
94440 0606 231115
69128 0606 231015
45472 0606 230915
132600 0606 230815
97448 0606 230715
117704 0606 230615
59648 0606 230515
53424 0606 230415
146280 0606 230315
281728 0606 230215
351424 0606 230115
241776 0606 230015
84768 0606 225915
113304 0606 225815
143328 0606 225715
137808 0606 225615
59128 0606 225515
89856 0606 225415
122256 0606 225315
34152 0606 225215
71296 0606 225115
119712 0606 225015
96944 0606 224915
147120 0606 224815
122592 0606 224715
127184 0606 224615
60176 0606 224515
114696 0606 224415
40088 0606 224315
80848 0606 224215
74232 0606 224115
102256 0606 224015
64592 0606 223915
128440 0606 223815
138456 0606 223715
79968 0606 223615
91096 0606 223515
146696 0606 223415
166944 0606 223315
127168 0606 223215
119208 0606 223115
69968 0606 223015
57336 0606 222915
72824 0606 222815
73104 0606 222715
78920 0606 222615
83576 0606 222515
158208 0606 222415
126656 0606 222315
88792 0606 222215
76760 0606 222115
56784 0606 222015
90408 0606 221915
83528 0606 221815
82616 0606 221715
70400 0606 221615
91232 0606 221515
87104 0606 221415
87416 0606 221315
119520 0606 221215
103096 0606 221115
89712 0606 221015
99952 0606 220915
110248 0606 220815
221512 0606 220715
109592 0606 220615
115904 0606 220515
133904 0606 220415
76856 0606 220315
77256 0606 220215
121328 0606 220115
202888 0606 220015
83368 0606 215915
